delta,theta,alpha,beta,abr,tbr,dbr,tar,dar,dtabr,mean,variance,min,max,skewness,kurtosis,hjorth_activity,hjorth_mobility,hjorth_complexity,entropy,label
59.79419955241538,74.17378017909978,57.70659776950061,121.361026694802,0.47549529977709254,0.6111828665196741,0.49269688285338487,1.2853604794962021,1.0361761369341742,0.7481418270460268,0.08769306937501713,548.1539364578541,-82.82844502890146,82.88469297862697,-0.1535140707164072,0.26653167515462783,548.1539364578541,0.21428870031025357,1.9825217986342623,2.1455856282745063,1
47.9460266370099,66.75030943887441,60.18261901064612,118.33399301324914,0.5085826775397314,0.5640839773859467,0.40517543113449805,1.1091293555547406,0.7966756419910604,0.6424967109533295,0.3691137863933624,523.6082049733012,-82.82844502890146,73.31447923392058,-0.2684821296627197,0.22723944473814006,523.6082049733012,0.21197626257524646,2.0024409252404602,2.1811345122373327,1
44.941912691245356,68.95779033824608,58.41113127238912,118.87074041084412,0.49138359086943567,0.5801073510597511,0.37807380130649443,1.1805590618793984,0.7694066475389315,0.6424780038029331,-0.23211573903449742,535.2354287014044,-82.82844502890146,73.31447923392058,-0.24515244093443872,0.1781886056926738,535.2354287014044,0.20313003579769856,2.090994142567733,2.143301705628002,1
43.15594680691747,73.59409059716022,58.4544929067939,116.69817732354184,0.500903221005164,0.6306361614639707,0.36980823348482156,1.2589980160208816,0.7382828019007868,0.6665615616966887,-0.07610126338215964,538.9970018224878,-82.82844502890146,73.31447923392058,-0.2830484217411255,0.16692159952327046,538.9970018224878,0.19514078056649806,2.1725784274950377,2.143451214749779,1
45.555317017365844,78.69772518455592,59.420655924754094,113.46564397076352,0.5236885267232512,0.6935819727496881,0.40148996139398807,1.3244169718391006,0.7666579291055574,0.7186980245225506,-0.03339125049744722,547.216272075999,-82.82844502890146,71.30040815879246,-0.310978391015363,0.15795210243501145,547.216272075999,0.1862861818850781,2.2584217112690306,2.1726406803319307,1
44.694555200206146,76.42593818652782,53.40145088942618,108.83177115649127,0.4906788736594135,0.702239220903917,0.4106756209631009,1.4311584594354276,0.836953948924559,0.7465825547892576,-0.0058914615183247,552.5111790513901,-82.82844502890146,76.4265685161901,-0.24814700300784026,0.1341964020993398,552.5111790513901,0.1803760357124113,2.331769902281778,2.147104474401237,1
48.98543069825374,79.88087085554295,53.246897177184366,108.93917267808709,0.48877640492578184,0.7332612217607821,0.44965855251172715,1.5001976657856961,0.9199677970952904,0.7945583838907495,-0.10530934797077167,575.2688735180193,-82.82844502890146,76.4265685161901,-0.2773294702075551,0.11303180159921711,575.2688735180193,0.17220706953880943,2.4285760439925266,2.113621200817861,1
52.4202234512238,73.7354471718395,50.797321715358585,108.0559385515162,0.4701020822760307,0.682382182416432,0.4851211710704099,1.4515617099856972,1.031948568961157,0.794164818594977,-0.1452482783943129,560.5477001185403,-82.82844502890146,76.4265685161901,-0.26540797205430805,0.09878981326189695,560.5477001185403,0.16796291075580647,2.4704619129948813,2.1488890036572097,1
56.898777679338124,74.31132173554069,48.794064255866694,106.83230242379946,0.45673511801985317,0.6955885069363258,0.5325990022532975,1.5229582300393425,1.1661003965763515,0.8431097005879177,0.31476749457346936,561.2228034422046,-82.82844502890146,76.4265685161901,-0.30459986532979694,0.07859378061324751,561.2228034422046,0.15955227894397328,2.5766263115214656,2.1477187962488444,1
52.75675394346984,82.80813024504624,52.05387639247879,107.34184121440798,0.4849355647673747,0.7714431698599493,0.49148359434315864,1.5908158236033139,1.0135028858502573,0.850492636965668,0.15485042603700264,566.3380899116316,-82.82844502890146,76.4265685161901,-0.28671899159034775,-0.012518794036747494,566.3380899116316,0.15088590880000027,2.7103950403232364,2.106096272908119,1
