delta,theta,alpha,beta,abr,tbr,dbr,tar,dar,dtabr,label
306.1667031280921,97.59696106348211,66.00447418078988,101.80628384399344,0.6483339896968859,0.9586536054398996,3.0073458294309,1.47864159626753,4.63857498946942,0.41561629464795513,0
258.55576047708576,157.26231839741658,80.92972419943342,91.49502978807072,0.8845259068923237,1.7188072265967032,2.8258995169024654,1.9431960253550147,3.194818257874353,0.41466391854391565,1
302.3620338342385,184.92481672946158,91.87644063090582,110.05259722570203,0.8348411845517872,1.6803312360743965,2.7474320593646464,2.0127555601806337,3.290963730831869,0.41439459657697225,1
339.6104881318601,209.22360933701967,101.71065399968464,126.10471866628636,0.806557082680179,1.6591259355702035,2.6930831115890173,2.057047134292032,3.338986377306286,0.415089685055307,1
370.06532330485993,228.76851300255797,108.16252502413695,138.48802349089965,0.78102439689483,1.6519010614487601,2.672182864456707,2.115044124122539,3.4213820657596354,0.41188478933647943,1
387.88810479255494,237.15863460127483,109.79344311975564,145.73707069878088,0.7533666114827027,1.6273047994181944,2.661561008003708,2.1600436953470656,3.532889522095336,0.4088182494421937,1
391.8489812797238,233.4550437557825,106.87037150211493,147.90375999554828,0.7225669685837033,1.578425347420574,2.6493510461905627,2.184469282500459,3.6665820074553515,0.40744041505761386,1
386.719529664319,218.97502092150827,99.13297546011624,146.58381946863642,0.6762886641886628,1.4938553362525864,2.6382143067779924,2.2089019310189837,3.9010180807082326,0.4056777375512056,1
374.82331158526745,198.0325683249375,87.5076337854128,142.4075932562585,0.614487133617554,1.3906039965761052,2.6320458271546188,2.263031917998779,4.283321298624225,0.4013491614639802,1
364.3496834603112,179.28801395987685,76.55059976291545,135.99675792605015,0.5628854755827396,1.3183256475670313,2.6791056567571316,2.3420850328429696,4.759592799909304,0.3909724412004557,1
361.31207974297496,175.54637911919846,70.24038456024412,130.42425051167817,0.5385531010121067,1.3459642545807082,2.7702829675116525,2.4992229216603303,5.143936526046252,0.3737756791561303,1
365.2128455967299,178.615612362568,70.77242148586241,125.33751019608287,0.5646547579822137,1.4250770745576067,2.9138351721314453,2.523802472948428,5.160383634318423,0.3606099107388434,1
370.4941927717145,180.68020988688454,75.81087184991183,121.28379871312369,0.6250700642154986,1.4897307950771976,3.0547706841542444,2.3833020974167134,4.88708523897744,0.3575903917387056,1
374.7268468440231,181.04081910178058,82.81986697360874,119.39531032225474,0.6936609716920472,1.5163143226743254,3.1385390752167233,2.185958825066343,4.52460092653171,0.36384840228467474,1
376.49312381821676,179.4677819390304,90.0400487541661,117.55885689855815,0.7659146331429701,1.5266206789837504,3.202592588520095,1.99319951979398,4.181396267855716,0.3734055821244552,1
380.42701901154084,177.51816074515597,97.12388556418925,116.75478858795132,0.8318621166533643,1.520435803037163,3.258341894259569,1.827749782805323,3.916925448376098,0.3833327751758814,1
379.63605152983666,179.07060946093597,102.50015545148503,116.86320113226859,0.8770952229476658,1.5323096383288315,3.2485508513510206,1.747027686662319,3.7037607392656544,0.3926270651485512,1
374.90937624477823,188.58943855762834,105.02664256674589,118.21674490528108,0.8884244161087035,1.5952853270383316,3.1713728587702805,1.7956342690644151,3.5696597271165564,0.39617365930096643,1
361.7553805387886,198.334674386884,104.77050538419208,119.0080242056394,0.8803650517141125,1.6665655590094701,3.0397562093266495,1.8930392065934332,3.452836074544418,0.3995402661086854,1
343.9326585425104,204.19524627650293,102.40261459749152,118.4603252737345,0.8644465086590188,1.7237437581287642,2.903357370898327,1.9940432876555179,3.358631612038307,0.4029405143023194,1
328.8722403231272,203.5003693208505,98.55247386399856,118.05730940533991,0.8347850239888737,1.7237422260924902,2.7856999450493305,2.0648935672754294,3.337026737420794,0.406876273018996,1
326.69128944397437,197.34511095283216,93.37170221869314,117.09276308149833,0.797416507745274,1.6853741064721222,2.7900211836028865,2.1135430356685023,3.4988254651158144,0.40162184371319487,1
327.20314827923164,186.17154953513958,86.6395190158855,117.92854634384985,0.7346780885712485,1.5786809496685423,2.7745881588770707,2.1488063605362897,3.7766039331224635,0.3984771088849107,1
319.22379369282675,171.3891486485394,80.20783659488215,119.3224044329841,0.6721942704392104,1.4363534615563158,2.6753047360197533,2.136813008860973,3.9799576605610074,0.40669583659094355,1
302.1917105921795,158.49654995581727,76.03660810076835,119.83885985873601,0.6344904164675714,1.3225805898241212,2.521650414134429,2.0844768581177107,3.9742923591712116,0.42518007236934374,1
282.895231205283,154.88317481783554,74.25416518135728,119.82633448486301,0.6196815207656827,1.2925637380437525,2.360876950976244,2.0858516749808063,3.80982306533706,0.4433304543942516,1
279.6793527913125,155.5473556982407,75.15710814235032,118.33107214344709,0.6351426280600329,1.3145098145453975,2.3635326522882396,2.0696293343755094,3.7212628280160747,0.44456871904138145,1
287.526877331009,153.40955406562125,73.19550866263961,115.58191661197296,0.6332782048282577,1.3272798943163553,2.48764586848203,2.0958875328360747,3.9282038281369065,0.428128437191446,1
290.18609818824666,148.6928873351329,68.13392452543052,112.46037020901329,0.605848303707343,1.3221803116847262,2.5803409472058565,2.1823619932480818,4.2590545049248805,0.41148995666556776,1
286.65454378978836,139.99947324087827,62.03560222055768,110.12282195657028,0.5633310254710235,1.2713029938162193,2.6030439349151244,2.256760122084936,4.620806980653366,0.40350826971061593,1
282.107491952384,128.6643467050722,57.42478821063582,108.58720938994591,0.5288356569181045,1.184894127291066,2.597980862914637,2.240571549574159,4.912643141453224,0.4041464919872942,1
286.62681860075924,122.66043949880668,56.27701151604188,108.15274632999592,0.520347503190805,1.1341407746091334,2.6502037934959395,2.179583389282177,5.093142135293657,0.40174658407283603,1
302.5317496601689,124.05409691280634,60.015417780964995,110.8677711862945,0.5413242923420842,1.1189374115256132,2.728761897376069,2.06703712978488,5.040900502672539,0.4005833534798882,1
328.8506896150164,135.82017802165177,69.45212232114469,117.10775154662751,0.5930617009027938,1.159788111614232,2.8081035223708612,1.955594350214714,4.734926430245284,0.40148820780743594,1
355.3715074224105,159.1526334881833,83.17899672487293,126.67995485215178,0.6566074073988356,1.2563363609809493,2.8052702405614585,1.9133752480160904,4.272370687492845,0.4078699809995714,1
376.82622570592116,183.98386322372727,97.0710885773287,139.03176013566218,0.6981936248423398,1.3233225490650657,2.7103607502215876,1.8953518078368121,3.881961469977069,0.4210032119137021,1
387.7083079383442,201.34757453306125,107.66163883849346,150.15205857199382,0.7170174013090379,1.3409578026965283,2.58210451208998,1.8701886456986685,3.601174124053205,0.4376727320484782,1
383.76948930534996,206.6001031514783,111.61340132325842,156.41389736517647,0.7135772664923552,1.3208551582161083,2.4535510959705253,1.8510331259694905,3.438381813971103,0.4539991593622512,1
367.133840896635,199.06111738248723,107.78248384764275,156.34392813207378,0.6893934746003819,1.2732257642543525,2.348244957658307,1.8468781779409769,3.4062477295995657,0.46649375469978627,1
346.11515330150405,179.42798182531752,97.24956549010012,150.12489057161895,0.6477910832761341,1.195191424567395,2.3055147749558924,1.8450260514899992,3.559040614291877,0.4707024781172793,1
313.88443995485693,151.30416085694566,83.05035578862143,139.89493583144892,0.5936623459242575,1.0815556686000631,2.2437155290098394,1.8218363957650323,3.7794472639437102,0.4792578563425836,1
278.43310789753957,123.38217641876946,68.48295668280251,129.5754261279441,0.5285180896505927,0.9522035165598501,2.1488110532826794,1.801647919353828,4.065728487559006,0.4929090319392505,1
255.03007295961996,105.45064704118711,60.079234382375766,122.24857210978385,0.49145142021309124,0.8625920550342987,2.0861599326542097,1.7551929235656345,4.244895521412187,0.5057907299223975,1
241.53414412799364,102.13642908868502,61.516833607599246,118.30527720795938,0.5199838507581004,0.863329443107999,2.041617667683751,1.6603004917351272,3.9263097588650377,0.523239767468202,1
235.57152452929458,103.7468818531646,66.26506349075032,117.22862954426891,0.5652634834029747,0.8849961161917941,2.0095050624159687,1.5656346857291732,3.554988286733885,0.5407714099311084,1
235.51932224884982,104.66724833988246,71.2315142137899,117.39438198046159,0.6067710652937824,0.8915865186572782,2.0062231111540605,1.4693952458421788,3.3063921895858703,0.5544777851395266,1
232.9224038152304,103.9627190966045,74.73464219270075,119.76118927949705,0.6240305615059153,0.8680835563011796,1.9448905377153465,1.3910914141870132,3.116659115255384,0.577335768914612,1
229.77005525473285,101.56680375915592,75.75326577322643,123.46777014120696,0.6135468850420587,0.8226179483358008,1.860971936173713,1.3407580877530008,3.033137289982563,0.6012643341502871,1
228.3887997826389,97.96416141371839,73.56159279791274,126.48819089388428,0.5815688585476437,0.7744925492365071,1.805613616327574,1.3317297476530179,3.1047288550434877,0.6129859614524311,1
224.76485449243512,93.5096628076987,68.54539456114537,128.96934358237075,0.5314859536163062,0.7250534135499845,1.7427773783223237,1.3642005185962442,3.2790657334671174,0.6205798058198267,1
216.68269260105478,91.18068800024723,63.12326288314897,129.93774524512776,0.4857962000500073,0.7017259521337292,1.667588522428818,1.4444862929382618,3.432691573662286,0.6270996172107266,1
206.61009790993518,97.00199241768374,59.53980898331172,129.43444675497287,0.45999971781873594,0.7494294977079348,1.5962527989250066,1.6291955596443415,3.470116908971701,0.6224200608558375,1
198.59444715464858,108.6156578674209,58.57051484063307,127.97124053878818,0.4576849813601697,0.848750527150664,1.551867797159116,1.8544426007344774,3.3906897983569446,0.6072123030133414,1
204.9819917949357,125.20277283066098,62.12631011978342,125.06271586911193,0.49676124245377445,1.0011198938114827,1.6390335870321708,2.015293884173423,3.299439342200069,0.5669220571129405,1
215.53755606011805,141.7991651417468,68.35079368103848,122.09367461433334,0.5598225616269097,1.161396489946418,1.7653458030561622,2.074579642826942,3.153402388653043,0.5329552128167284,1
226.3861061085699,151.9229386471835,74.40249558974999,121.23876586875346,0.6136856891985696,1.2530887918444096,1.8672749139796034,2.04190649040693,3.0427219451998844,0.5171466666487309,1
241.4782087566337,153.40475010056159,77.60704660640963,122.38862930256244,0.6341034052645018,1.2534232221959345,1.973044474251481,1.9766858398640796,3.111550037219041,0.5064682367853157,1
261.52644947939336,147.28033462753703,77.65739101830933,124.0142414565724,0.6261973633528498,1.187608236745229,2.108842068521423,1.8965398231420454,3.3676955412747915,0.49331772444884636,1
274.59933710999456,136.67703964218893,74.70248290572843,123.72622646499423,0.6037724178621414,1.1046731444675464,2.219410911943449,1.8296184320228008,3.675906428124056,0.48247047627120776,1
276.63395488123064,126.41668557615468,68.69035235189591,119.49288670938068,0.5748488821678407,1.057943188564968,2.315066298080434,1.840384875717783,4.02726067649288,0.46689725848772906,1
265.68878647424464,114.6294065236708,60.36493824801897,110.29199377570394,0.5473193128667212,1.0393266328722615,2.4089580519739666,1.898940177039486,4.401375934199086,0.4487214526302145,1
239.05409889264558,90.96354609552198,54.38187036955273,122.95057949895781,0.4423067430114365,0.7398382867832927,1.9443104690260686,1.6726814557384286,4.395841799264171,0.5373423286953902,2
282.6357839129792,106.10112357698121,63.68690197226904,139.96187843611716,0.4550303460048064,0.7580715889391909,2.0193768979885673,1.6659802925125866,4.437895001330828,0.5238730269356934,2
314.5770501479295,118.34289966792599,73.67500738460579,151.71376241063166,0.48561848453270484,0.7800406356518707,2.073490533419695,1.606282834152161,4.26979326253396,0.5206245863492953,2
332.49592162224656,128.80353472648954,86.37269764868522,158.1434147811909,0.5461668939436493,0.8144729573767181,2.102496155671685,1.4912528869989534,3.8495488814607826,0.5300593986502019,2
335.5999403178695,138.2186617080946,99.36747023213158,161.45843732278885,0.6154368386055628,0.8560634179294506,2.0785531303448437,1.3909850113442865,3.377362224618148,0.5504762929097238,2
326.189333608812,144.16189828158383,109.0568906200291,162.86439335986006,0.6696177621775216,0.8851652304567778,2.0028277935992693,1.321896282407922,2.9910015933363217,0.5781238902830257,2
308.58438580764005,144.3770399955189,112.78036880674831,161.30044395058934,0.6991944104090375,0.8950814793773629,1.9131031400147152,1.2801610911816772,2.736153366694573,0.6050864315241791,2
291.7351014707874,139.6232091662721,109.62219502460023,159.26076113684593,0.6883189195008719,0.8766956039240568,1.8318077810774243,1.2736764588132847,2.6612776856485985,0.6233401548803856,2
285.7902708950983,131.74142663964767,100.27846531109036,155.89474228709972,0.6432446908723515,0.8450665154378928,1.833225846505969,1.3137559119094102,2.849966540757292,0.6135419397155397,2
288.62922584283285,122.92722489439674,86.86109345547095,151.14054224808513,0.5747041274530788,0.8133305800413335,1.909674409987699,1.4152161802731045,3.322882712624354,0.5782964530800545,2
293.0492477852683,118.25242539205476,72.65114305526077,146.12433903190043,0.49718714580053835,0.8092589241155715,2.0054786884017495,1.6276746713001913,4.033649512745666,0.5319100221428987,2
295.6143036781393,124.98883082702237,63.028321564869024,142.22171207783788,0.44316947563093356,0.8788308690772618,2.0785455283814174,1.9830582145263589,4.690182069562042,0.4879897861060474,2
298.51278962336033,138.58274406824074,61.03539457775312,141.95491158263317,0.4299632460566459,0.9762447985998043,2.1028704558038025,2.2705308129318293,4.890814447723185,0.4644071845026195,2
295.47222406319185,150.2912996761391,63.38857478813319,144.68078815159424,0.4381271044896137,1.0387785523995503,2.0422353778830726,2.370952497014884,4.661285177191055,0.46677072451850077,2
286.8123958042034,156.5740172872431,64.8232941684464,147.72716499526197,0.4388041574515118,1.0598864284186653,1.9415007105389335,2.4153974168665067,4.424526699598262,0.4793797303840043,2
274.27713453255177,157.75756030509626,63.49964484167658,149.28508888445657,0.4253582545730601,1.0567536348335311,1.837270798993437,2.484384923702055,4.319349111580165,0.49251769885308483,2
258.8407573275695,150.94420008285005,60.08185519725369,148.03922423665048,0.40585091895110764,1.0196230145164484,1.7484606438750008,2.512309241904861,4.308135234469274,0.5078787682912939,2
244.6888676210569,137.23069386316476,55.71889385310731,143.48706921483983,0.38831996609869224,0.9563976364845285,1.705302568098941,2.462911310209216,4.391488249320498,0.5215914112746409,2
238.29032223903707,123.86350113409729,53.652231203291635,137.69581561591912,0.3896431490187481,0.8995444093929121,1.73055601706671,2.3086365348865137,4.441387000964419,0.5283612500262382,2
243.16623693092208,122.76955262366495,56.191873344459076,131.9510514151547,0.42585392645083076,0.9304173881676607,1.8428518327288919,2.1848275438528497,4.327427125276649,0.5141419072144303,2
255.8695598167973,136.583733170321,62.337285148654054,127.87975456774414,0.48746797614184467,1.0680637731281064,2.0008605793910146,2.191043977045414,4.1045990245906925,0.4846870777120522,2
268.97601848491814,154.64971759961935,69.18467189804709,125.2262420577233,0.5524774261464803,1.2349625370721677,2.1479205481622063,2.235317641276329,3.8877978474956194,0.4589213954578395,2
280.3825548869065,167.37319440434072,74.67432583086129,124.93483658140319,0.5977061952788972,1.3396839423188918,2.244230372880978,2.241375366192713,3.75473834905424,0.44579921693518376,2
287.99884872167,170.98897857526845,76.81418167040887,125.31563740722173,0.6129656542446968,1.364466415469189,2.2981876378747375,2.226007943545385,3.7492926756338254,0.44038165514760885,2
288.01298723613394,165.15371447010307,75.24410731965764,124.62571794197609,0.6037606728547811,1.325197697532994,2.311023695528306,2.194905625878246,3.827714853637317,0.4410514376036356,2
284.0361946792577,151.03085267075073,70.81147020458384,123.1508219708621,0.5749979502478519,1.2263893188344708,2.3064092478932996,2.1328585924625254,4.011160817006609,0.4458216115352093,2
281.57263431902567,133.25132291887402,65.27459575047722,120.86730564547618,0.5400517154071294,1.1024596122769728,2.329601316214699,2.041396371541678,4.313663395103709,0.4487250510683544,2
279.31466393401644,118.2057839830148,60.13367527764394,119.02251747637035,0.5052294015675003,0.993137991779432,2.3467379942578432,1.9657169370946546,4.644895936334994,0.4506842193723001,2
286.25275828755946,111.58704752305758,55.85003495850746,118.42992974259755,0.47158716618252794,0.9422199925777826,2.417064325797691,1.997976323666739,5.1253818999437435,0.4380656790891035,2
295.1892778517224,114.3548127513207,53.473732886089294,118.28641937996731,0.45206992625516457,0.9667619778394233,2.4955466519237195,2.1385230949730283,5.520266903388621,0.4193935554365934,2
300.8766582570565,124.61654837146992,54.33788484795295,117.69467543291091,0.4616851582119956,1.0588121162924202,2.556416907989726,2.2933639894186006,5.537143359535668,0.4043132947855865,2
303.1353676249621,138.00100977190235,57.51640330897377,116.51137713487427,0.4936548234460609,1.1844423537467208,2.6017662401676946,2.399333091649896,5.270415919377674,0.39449882023056443,2
304.8911099582803,150.1245576007339,62.611494181436115,114.22799094868921,0.5481274218467255,1.3142536812029664,2.669145341926186,2.3977156201655516,4.869570898192659,0.3886448264052133,2
307.1296723052185,161.83185970152851,68.01117874137765,111.42716460573422,0.6103644383487946,1.4523555389221525,2.7563267304875234,2.3794891177657367,4.515870449373088,0.382629130750388,2
314.2030367703414,173.24597278045513,72.81026847546487,108.83488062681018,0.6689975498308115,1.5918239794327302,2.886970013296833,2.3794167554653978,4.3153670951813545,0.3726444110937228,2
333.7321692032178,182.88517840546274,79.29177327509187,109.54756846501387,0.7238113486783162,1.6694590392836575,3.0464589390662886,2.306483647060936,4.2089129227237745,0.3655303922994566,2
364.1724721124106,192.9110300526851,87.49649474807194,118.65279754509456,0.7374161971597718,1.6258447676243653,3.069227861854712,2.2047858100845357,4.162137845189912,0.3700509734931491,2
397.0164140049204,205.4288212478677,95.7847885225659,135.98912070101267,0.7043562604773326,1.510626880951205,2.9194718809735196,2.1446914945108513,4.144879579823757,0.3847219558908545,2
426.8460542403756,213.78446156689697,102.21695615543628,159.17405911205574,0.642170946231115,1.3430860704280743,2.681630767108122,2.0914774770029885,4.175883046167916,0.40802148636036717,2
444.6773207763499,214.80718431030863,106.33268807342414,181.906747749106,0.5845450451353403,1.1808642998036576,2.444534500664423,2.0201425187519138,4.181943754391822,0.43706779097812837,2
